run,threads,time_ms
1,32,410.715807
2,32,410.694737
3,32,423.279487
4,32,405.182980
5,32,403.778002
6,32,407.601293
7,32,402.717918
8,32,402.754419
9,32,398.701347
10,32,404.443506
