run,threads,time_ms
1,32,265.443936
2,32,262.893094
3,32,265.327744
4,32,262.637220
5,32,266.625224
6,32,268.755388
7,32,266.693437
8,32,264.493002
9,32,267.861782
10,32,263.427265
