run,threads,time_ms
1,32,7415.758451
2,32,1640.420854
3,32,1450.121303
4,32,1713.516860
5,32,851.331500
6,32,5280.213829
7,32,1331.732670
8,32,1281.812760
9,32,2216.242339
10,32,2610.015717
