run,threads,time_ms
1,32,1.654625
2,32,1.606910
3,32,1.673909
4,32,1.601785
5,32,1.662260
6,32,1.502762
7,32,1.974825
8,32,1.645468
9,32,1.549736
10,32,1.570776
