run,threads,time_ms
1,32,5.604764
2,32,5.838560
3,32,5.995236
4,32,5.992586
5,32,5.641028
6,32,5.720332
7,32,5.890051
8,32,5.645195
9,32,5.791960
10,32,5.725622
