run,threads,time_ms
1,32,5.620774
2,32,5.224410
3,32,5.166341
4,32,5.435444
5,32,5.077835
6,32,5.190745
7,32,5.253144
8,32,5.225230
9,32,4.925739
10,32,5.119409
