run,threads,time_ms
1,32,99.048696
2,32,97.836649
3,32,98.241389
4,32,97.545728
5,32,109.516449
6,32,101.205938
7,32,96.803697
8,32,96.193098
9,32,97.165374
10,32,96.537245
