run,threads,time_ms
1,32,99.578006
2,32,99.001255
3,32,99.571740
4,32,98.860040
5,32,101.347435
6,32,99.832008
7,32,99.146979
8,32,97.952800
9,32,97.295322
10,32,97.649647
