run,threads,time_ms
1,32,42.189371
2,32,46.715055
3,32,43.853497
4,32,42.795712
5,32,47.091193
6,32,40.838720
7,32,44.204550
8,32,44.106085
9,32,41.238654
10,32,43.297591
