run,threads,time_ms
1,32,42.565914
2,32,42.994846
3,32,42.815968
4,32,39.983919
5,32,42.640790
6,32,41.615471
7,32,41.410804
8,32,41.112371
9,32,41.485390
10,32,41.498283
