run,threads,time_ms
1,8,334.662948
2,8,338.493316
3,8,226.667281
4,8,218.901051
5,8,375.424273
6,8,243.682602
7,8,209.913075
8,8,300.729671
9,8,345.172813
10,8,315.716716
