run,threads,time_ms
1,2,3924.867619
2,2,3929.561511
3,2,3925.287716
4,2,3843.141872
5,2,3821.021523
6,2,3870.234486
7,2,3821.975995
8,2,3797.645841
9,2,3961.276323
10,2,3904.476520
