run,threads,time_ms
1,64,1091.676403
2,64,1086.466581
3,64,1089.996401
4,64,1036.841497
5,64,1145.020191
6,64,1078.404922
7,64,1078.746088
8,64,1078.173071
9,64,1077.963136
10,64,1079.960868
