run,threads,time_ms
1,1,14471.626546
2,1,14469.155797
3,1,14453.164184
4,1,14464.884022
5,1,14471.491721
6,1,14466.753596
7,1,14448.784258
8,1,14467.264143
9,1,14461.546907
10,1,14468.127574
