# PR02R 161070 161070 8185136
1,serial,0.007790079
1,static,0.007828505
2,static,0.004968938
4,static,0.002322462
8,static,0.001296162
16,static,0.000598379
32,static,0.000306323
64,static,0.000172054
1,nnzbal,0.007794130
2,nnzbal,0.004922505
4,nnzbal,0.002389369
8,nnzbal,0.001381864
16,nnzbal,0.000707244
32,nnzbal,0.000281473
64,nnzbal,0.000172686
