# TSOPF_RS_b2383 38120 38120 16171169
1,serial,0.020363623
1,static,0.020641698
2,static,0.020468555
4,static,0.014367640
8,static,0.007653216
16,static,0.004420900
32,static,0.004049257
64,static,0.002431544
1,nnzbal,0.020729210
2,nnzbal,0.010441256
4,nnzbal,0.006518208
8,nnzbal,0.003887998
16,nnzbal,0.004138907
32,nnzbal,0.002074406
64,nnzbal,0.001094837
