# degme 185501 659415 8127528
1,serial,0.008452498
1,static,0.008338212
2,static,0.005505286
4,static,0.003114986
8,static,0.001697463
16,static,0.001385855
32,static,0.001033727
64,static,0.001009530
1,nnzbal,0.008385779
2,nnzbal,0.005071287
4,nnzbal,0.002331601
8,nnzbal,0.001265888
16,nnzbal,0.001188722
32,nnzbal,0.000946033
64,nnzbal,0.000763758
