# nemeth20 9506 9506 490688
1,serial,0.000419989
1,static,0.000420280
2,static,0.000214544
4,static,0.000107631
8,static,0.000196454
16,static,0.000052128
32,static,0.000027889
64,static,0.000028019
1,nnzbal,0.000422689
2,nnzbal,0.000216130
4,nnzbal,0.000111352
8,nnzbal,0.000101285
16,nnzbal,0.000036338
32,nnzbal,0.000025568
64,nnzbal,0.000029072
