# std1_Jac2 21982 21982 1248731
1,serial,0.001301967
1,static,0.001300106
2,static,0.000854405
4,static,0.000466786
8,static,0.000344056
16,static,0.000178818
32,static,0.000110349
64,static,0.000104933
1,nnzbal,0.001305465
2,nnzbal,0.000655865
4,nnzbal,0.000347756
8,nnzbal,0.000180905
16,nnzbal,0.000123432
32,nnzbal,0.000056832
64,nnzbal,0.000047131
