run,threads,time_ms
1,32,9.048861
2,32,8.972300
3,32,8.040441
4,32,9.057283
5,32,8.009810
6,32,9.033399
7,32,9.078462
8,32,9.085095
9,32,8.034406
10,32,9.101443
