run,threads,time_ms
1,16,1.305997
2,16,1.330711
3,16,1.280569
4,16,1.281783
5,16,1.326010
6,16,1.317132
7,16,1.291391
8,16,1.289971
9,16,1.276881
10,16,1.280714
