run,threads,time_ms
1,4,5.132465
2,4,4.785050
3,4,4.735372
4,4,4.828120
5,4,4.704003
6,4,4.739276
7,4,4.844594
8,4,4.757406
9,4,4.741550
10,4,4.881702
