run,threads,time_ms
1,4,6.730460
2,4,6.937150
3,4,6.718434
4,4,6.691542
5,4,6.760459
6,4,6.764650
7,4,6.797094
8,4,6.703012
9,4,6.731570
10,4,6.681815
