run,threads,time_ms
1,32,9.104353
2,32,7.895227
3,32,8.632890
4,32,7.981426
5,32,17.305469
6,32,9.713213
7,32,5.933022
8,32,7.344233
9,32,8.159813
10,32,6.819280
