run,threads,time_ms
1,32,81.918651
2,32,81.823500
3,32,81.842419
4,32,81.144605
5,32,81.463275
6,32,81.146516
7,32,79.943124
8,32,81.715928
9,32,78.282410
10,32,78.378914
