run,threads,time_ms
1,32,3.090913
2,32,2.032570
3,32,2.834817
4,32,1.783037
5,32,2.134394
6,32,1.997466
7,32,2.287051
8,32,2.088457
9,32,2.382521
10,32,2.062831
