run,threads,time_ms
1,32,284.105707
2,32,286.555190
3,32,279.496506
4,32,287.899259
5,32,289.888009
6,32,282.073602
7,32,286.904804
8,32,282.839719
9,32,278.864365
10,32,292.499684
