run,threads,time_ms
1,32,2.234447
2,32,5.651509
3,32,6.877249
4,32,7.980332
5,32,3.530344
6,32,2.853047
7,32,3.718002
8,32,2.838151
9,32,2.291635
10,32,2.448772
