run,threads,time_ms
1,32,188.079379
2,32,188.275259
3,32,187.343869
4,32,186.424267
5,32,187.621187
6,32,189.281516
7,32,187.624432
8,32,183.560055
9,32,188.673802
10,32,183.005176
