run,threads,time_ms
1,32,109.399620
2,32,104.773821
3,32,102.361191
4,32,102.695910
5,32,103.584757
6,32,100.906637
7,32,106.391331
8,32,100.013068
9,32,99.872939
10,32,101.809528
