run,threads,time_ms
1,32,1.858507
2,32,3.576490
3,32,1.887204
4,32,1.993300
5,32,1.822881
6,32,1.729390
7,32,2.379761
8,32,2.305229
9,32,2.150540
10,32,2.815442
