run,threads,time_ms
1,32,572.988587
2,32,570.326405
3,32,569.368504
4,32,567.388510
5,32,566.579146
6,32,563.015938
7,32,559.617320
8,32,550.964391
9,32,544.207595
10,32,547.759028
