run,threads,time_ms
1,32,4.963378
2,32,4.038317
3,32,4.946971
4,32,2.474710
5,32,6.899073
6,32,4.161287
7,32,4.674886
8,32,6.018960
9,32,4.047588
10,32,2.994037
