run,threads,time_ms
1,32,206.254147
2,32,207.491845
3,32,208.440796
4,32,208.457530
5,32,209.599368
6,32,207.893625
7,32,207.344320
8,32,208.044183
9,32,209.515974
10,32,206.830278
