run,threads,time_ms
1,32,603.392834
2,32,608.586753
3,32,597.677633
4,32,601.709265
5,32,599.571677
6,32,595.912782
7,32,596.485846
8,32,603.236772
9,32,597.527007
10,32,596.453754
