run,threads,time_ms
1,32,273.477871
2,32,271.622201
3,32,269.943506
4,32,273.621777
5,32,267.365573
6,32,270.934228
7,32,266.912637
8,32,265.848894
9,32,263.707761
10,32,265.655477
