run,threads,time_ms
1,32,21.025814
2,32,14.048043
3,32,9.396387
4,32,10.027330
5,32,7.646318
6,32,6.286307
7,32,6.379797
8,32,11.424999
9,32,18.463135
10,32,24.612722
