run,threads,time_ms
1,32,172.618844
2,32,169.841772
3,32,169.685833
4,32,167.562475
5,32,167.871742
6,32,169.528585
7,32,166.165607
8,32,168.122899
9,32,164.110713
10,32,165.546082
