run,threads,time_ms
1,32,258.216536
2,32,262.499213
3,32,271.218883
4,32,261.402225
5,32,263.374813
6,32,250.832519
7,32,257.059712
8,32,259.562431
9,32,255.882274
10,32,255.464096
