run,threads,time_ms
1,32,552.184235
2,32,552.543210
3,32,554.964898
4,32,549.206436
5,32,537.196724
6,32,544.689031
7,32,540.914837
8,32,540.333183
9,32,535.150554
10,32,535.887299
