run,threads,time_ms
1,32,6.142752
2,32,6.207222
3,32,6.145110
4,32,6.271869
5,32,5.897591
6,32,6.210199
7,32,6.237946
8,32,6.252080
9,32,5.996780
10,32,6.248662
