run,threads,time_ms
1,32,185.062373
2,32,186.567564
3,32,184.969442
4,32,184.991339
5,32,185.004754
6,32,183.660591
7,32,183.194663
8,32,184.247267
9,32,181.721877
10,32,183.606356
