run,threads,time_ms
1,32,4.274205
2,32,3.396594
3,32,2.838515
4,32,3.339874
5,32,2.720180
6,32,3.027423
7,32,4.785043
8,32,3.343155
9,32,3.948160
10,32,5.962814
