run,threads,time_ms
1,32,205.213102
2,32,204.772627
3,32,203.765359
4,32,205.141664
5,32,201.567436
6,32,203.199659
7,32,202.453658
8,32,201.799100
9,32,200.325256
10,32,201.516936
