run,threads,time_ms
1,32,263.001490
2,32,260.200836
3,32,250.844315
4,32,257.328011
5,32,248.174731
6,32,245.951377
7,32,245.432232
8,32,254.413232
9,32,255.944457
10,32,257.429119
