run,threads,time_ms
1,32,67.903947
2,32,66.394966
3,32,67.136902
4,32,66.379171
5,32,66.507477
6,32,66.226494
7,32,65.597670
8,32,65.946804
9,32,65.649737
10,32,65.499788
