run,threads,time_ms
1,32,3.427531
2,32,5.270204
3,32,2.933412
4,32,9.654618
5,32,3.547532
6,32,3.002214
7,32,5.684374
8,32,4.368893
9,32,3.699565
10,32,2.835025
