run,threads,time_ms
1,32,4.240194
2,32,4.406446
3,32,6.976157
4,32,4.382122
5,32,4.145819
6,32,4.498374
7,32,6.080627
8,32,4.434259
9,32,4.306341
10,32,6.034013
