run,threads,time_ms
1,32,14.105167
2,32,14.261184
3,32,13.970038
4,32,13.934949
5,32,14.104137
6,32,14.161663
7,32,13.866529
8,32,13.792060
9,32,13.736820
10,32,13.748534
