run,threads,time_ms
1,32,7.546524
2,32,7.377947
3,32,7.385520
4,32,7.320613
5,32,7.330028
6,32,7.386835
7,32,7.526219
8,32,7.454902
9,32,7.444348
10,32,7.380348
