run,threads,time_ms
1,32,4.802566
2,32,4.913328
3,32,4.549142
4,32,4.813418
5,32,4.885364
6,32,4.620852
7,32,4.845083
8,32,4.752649
9,32,4.744390
10,32,4.677825
