run,threads,time_ms
1,32,191.164494
2,32,188.629426
3,32,187.016074
4,32,188.928988
5,32,189.580485
6,32,188.172206
7,32,186.876770
8,32,187.591113
9,32,189.258579
10,32,187.004201
