run,threads,time_ms
1,32,10.329496
2,32,10.567738
3,32,10.420749
4,32,10.398127
5,32,10.476382
6,32,10.561423
7,32,11.499101
8,32,10.489589
9,32,10.400375
10,32,10.342786
