run,threads,time_ms
1,32,2.874349
2,32,2.934557
3,32,2.847057
4,32,2.829245
5,32,2.481272
6,32,4.559416
7,32,2.687003
8,32,2.445491
9,32,2.358615
10,32,14.108617
