run,threads,time_ms
1,8,665.812626
2,8,661.027372
3,8,660.795040
4,8,666.398812
5,8,661.441464
6,8,668.401606
7,8,665.985532
8,8,666.398197
9,8,664.272711
10,8,662.301268
