run,threads,time_ms
1,64,4624.260463
2,64,6429.481231
3,64,4829.900727
4,64,7887.123313
5,64,7426.737886
6,64,9013.447791
7,64,7255.674873
8,64,3227.423899
9,64,8208.229199
10,64,8301.184528
