run,threads,time_ms
1,32,197.434489
2,32,196.903843
3,32,196.756776
4,32,196.413511
5,32,196.567016
6,32,196.376916
7,32,198.231567
8,32,198.076170
9,32,196.772605
10,32,195.955386
