run,threads,time_ms
1,32,120.944345
2,32,106.868641
3,32,112.420054
4,32,127.454195
5,32,118.558902
6,32,96.701618
7,32,97.172042
8,32,98.793412
9,32,101.803342
10,32,112.345980
