run,threads,time_ms
1,32,117.384925
2,32,113.547819
3,32,116.960177
4,32,109.270370
5,32,108.987426
6,32,112.722119
7,32,107.207811
8,32,113.232123
9,32,117.305001
10,32,119.291279
