run,threads,time_ms
1,2,182.087274
2,2,194.239395
3,2,257.874627
4,2,237.355391
5,2,256.414196
6,2,256.227342
7,2,257.448861
8,2,323.668690
9,2,238.778982
10,2,256.512687
