run,threads,time_ms
1,64,88.387834
2,64,88.103460
3,64,89.133924
4,64,87.411281
5,64,87.679852
6,64,87.418320
7,64,87.275261
8,64,87.154707
9,64,86.488169
10,64,86.936956
