run,threads,time_ms
1,32,89.766756
2,32,89.742918
3,32,89.235879
4,32,91.434788
5,32,88.060334
6,32,91.346197
7,32,86.496402
8,32,87.123923
9,32,85.100938
10,32,85.539691
