run,threads,time_ms
1,4,9.835120
2,4,9.987712
3,4,10.115989
4,4,9.734355
5,4,10.301754
6,4,10.147922
7,4,10.072421
8,4,10.003567
9,4,10.086570
10,4,9.814270
