run,threads,time_ms
1,64,20699.206974
2,64,20637.377201
3,64,20745.618632
4,64,20631.999263
5,64,20662.526784
6,64,20671.743025
7,64,20686.539763
8,64,20693.237612
9,64,20653.238772
10,64,20656.783641
